  🇨🇳央视频道,#genre#
喜剧影院,http://iptv.zhangliang.cc:8012/udp/225.0.4.169:7980
动作影院,http://iptv.zhangliang.cc:8012/udp/225.0.4.170:7980
家庭影院,http://iptv.zhangliang.cc:8012/udp/225.0.4.171:7980

超级电视剧,http://www.douzhicloud.site:35455/itv/1000000006000268003.m3u8?cdn=ystenlive
超级电影,http://www.douzhicloud.site:35455/itv/1000000003000012426.m3u8?cdn=ystenlive
超级综艺,http://www.douzhicloud.site:35455/itv/1000000006000268002.m3u8?cdn=ystenlive
惊悚悬疑,http://www.douzhicloud.site:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
精品综合,http://www.douzhicloud.site:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
黑莓电影,http://www.douzhicloud.site:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
中国功夫,http://www.douzhicloud.site:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
明星大片,http://www.douzhicloud.site:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
魅力潇湘,http://www.douzhicloud.site:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
军事评论,http://www.douzhicloud.site:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
军旅剧场,http://www.douzhicloud.site:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
金牌综艺,http://www.douzhicloud.site:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
家庭剧场,http://www.douzhicloud.site:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
欢乐剧场,http://www.douzhicloud.site:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
古装剧场,http://www.douzhicloud.site:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
动作电影,http://www.douzhicloud.site:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
东北热剧,http://www.douzhicloud.site:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
爱情喜剧,http://www.douzhicloud.site:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
精品纪录,http://www.douzhicloud.site:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
精品大剧,http://www.douzhicloud.site:35455/itv/1000000004000013968.m3u8?cdn=ystenlive

超级电视剧,http://gf.you123.fun:35455/itv/1000000006000268003.m3u8?cdn=ystenlive
超级电影,http://gf.you123.fun:35455/itv/1000000003000012426.m3u8?cdn=ystenlive
超级综艺,http://gf.you123.fun:35455/itv/1000000006000268002.m3u8?cdn=ystenlive
惊悚悬疑,http://gf.you123.fun:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
精品综合,http://gf.you123.fun:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
黑莓电影,http://gf.you123.fun:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
中国功夫,http://gf.you123.fun:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
明星大片,http://gf.you123.fun:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
魅力潇湘,http://gf.you123.fun:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
军事评论,http://gf.you123.fun:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
军旅剧场,http://gf.you123.fun:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
金牌综艺,http://gf.you123.fun:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
家庭剧场,http://gf.you123.fun:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
欢乐剧场,http://gf.you123.fun:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
古装剧场,http://gf.you123.fun:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
动作电影,http://gf.you123.fun:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
东北热剧,http://gf.you123.fun:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
爱情喜剧,http://gf.you123.fun:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
精品纪录,http://gf.you123.fun:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
精品大剧,http://gf.you123.fun:35455/itv/1000000004000013968.m3u8?cdn=ystenlive
